200.561	1.34741
202.489	1.74386
204.417	1.35982
206.346	1.31234
208.274	1.26022
210.203	1.07589
212.131	0.935874
214.06	0.891176
215.988	0.937161
217.917	0.965792
219.845	0.936538
221.774	0.961538
223.702	0.957021
225.631	0.93424
227.559	0.946488
229.488	0.95654
231.416	0.954294
233.344	0.968212
235.273	0.967769
237.201	0.964056
239.13	0.983381
241.058	0.983623
242.987	0.961594
244.915	0.954174
246.844	0.959765
248.772	0.959563
250.701	0.955747
252.629	0.959335
254.558	0.967388
256.486	0.967244
258.414	0.96722
260.343	0.967301
262.272	0.973335
264.2	0.977466
266.128	0.970413
268.057	0.956698
269.985	0.953075
271.914	0.960419
273.842	0.964089
275.771	0.958129
277.699	0.953563
279.628	0.952979
281.556	0.949066
283.485	0.955785
285.413	0.950982
287.341	0.946621
289.27	0.947695
291.198	0.948537
293.127	0.95182
295.055	0.952281
296.984	0.955122
298.912	0.963859
300.841	0.967924
302.769	0.964687
304.698	0.9677
306.626	0.96676
308.555	0.96063
310.483	0.960034
312.412	0.960199
314.34	0.960018
316.268	0.961491
318.197	0.961342
320.125	0.954862
322.054	0.950531
323.982	0.953914
325.911	0.956549
327.839	0.955718
329.768	0.950659
331.696	0.949081
333.625	0.950009
335.553	0.954918
337.482	0.960016
339.41	0.961344
341.339	0.963605
343.267	0.960819
345.195	0.960097
347.124	0.964627
349.052	0.964744
350.981	0.961436
352.909	0.960341
354.838	0.958829
356.766	0.953459
358.695	0.953209
360.623	0.952869
362.552	0.951348
364.48	0.952587
366.409	0.950846
368.337	0.946522
370.266	0.947539
372.194	0.947891
374.122	0.948498
376.051	0.947692
377.979	0.948752
379.908	0.951131
381.836	0.952524
383.765	0.95269
385.693	0.952354
387.622	0.951887
389.55	0.951841
391.479	0.951942
393.407	0.949666
395.336	0.946399
397.264	0.944944
399.193	0.942642
401.121	0.937866
403.05	0.935089
404.978	0.933506
406.906	0.929542
408.835	0.926845
410.763	0.922924
412.692	0.914793
414.62	0.909524
416.549	0.906104
418.477	0.904271
420.406	0.903092
422.334	0.901177
424.263	0.900283
426.191	0.899238
428.12	0.896048
430.048	0.891772
431.977	0.886317
433.905	0.882375
435.833	0.882478
437.762	0.882954
439.69	0.883311
441.619	0.886522
443.547	0.889903
445.476	0.892612
447.404	0.897724
449.333	0.902802
451.261	0.906183
453.19	0.908547
455.118	0.91028
457.047	0.912979
458.975	0.916421
460.904	0.919916
462.832	0.924949
464.76	0.928883
466.689	0.931349
468.617	0.934148
470.546	0.936915
472.474	0.939466
474.403	0.94131
476.331	0.941439
478.26	0.941702
480.188	0.940166
482.117	0.938212
484.045	0.935564
485.974	0.930651
487.902	0.922748
489.831	0.915584
491.759	0.908726
493.688	0.902634
495.616	0.896574
497.544	0.891894
499.473	0.888267
501.401	0.885144
503.33	0.882597
505.258	0.880859
507.187	0.879693
509.115	0.879834
511.044	0.880063
512.972	0.879989
514.901	0.880047
516.829	0.882121
518.758	0.884121
520.686	0.885071
522.614	0.886109
524.543	0.888174
526.471	0.891546
528.4	0.895084
530.328	0.89843
532.257	0.901257
534.185	0.903117
536.114	0.906512
538.042	0.911155
539.971	0.914295
541.899	0.916783
543.828	0.921057
545.756	0.926767
547.685	0.93009
549.613	0.933307
551.541	0.937876
553.47	0.942926
555.398	0.947256
557.327	0.950739
559.255	0.953544
561.184	0.956797
563.112	0.960857
565.041	0.965969
566.969	0.970015
568.898	0.972014
570.826	0.97509
572.755	0.978082
574.683	0.980132
576.612	0.983149
578.54	0.985658
580.468	0.987149
582.397	0.988344
584.325	0.98954
586.254	0.990797
588.182	0.991802
590.111	0.992796
592.039	0.994104
593.968	0.994873
595.896	0.994681
597.825	0.995784
599.753	0.996854
601.682	0.997443
603.61	0.998012
605.539	0.997623
607.467	0.997639
609.395	0.997411
611.324	0.998393
613.252	0.999885
615.181	1.00003
617.109	1.00009
619.038	0.999756
620.966	0.998952
622.895	0.999088
624.823	0.99951
626.752	0.999206
628.68	0.998879
630.609	0.999162
632.537	0.999618
634.466	0.99918
636.394	0.998067
638.322	0.997299
640.251	0.996955
642.179	0.996313
644.108	0.996371
646.036	0.996063
647.965	0.995536
649.893	0.994568
651.822	0.994874
653.75	0.995667
655.679	0.995336
657.607	0.994576
659.536	0.994836
661.464	0.994207
663.393	0.994183
665.321	0.994551
667.25	0.994999
669.178	0.993815
671.106	0.993874
673.035	0.994872
674.963	0.994742
676.892	0.995185
678.82	0.99556
680.749	0.995088
682.677	0.994547
684.606	0.994894
686.534	0.995574
688.463	0.995269
690.391	0.994476
692.32	0.994238
694.248	0.993396
696.177	0.991571
698.105	0.991196
700.033	0.991297
701.962	0.99048
703.89	0.990322
